Publication,First Name,Last Name,Constituency,Caucus,Province,Date,Time,Page,Text,Source File,P,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Hansard - 195,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-11,19:09:27,14404.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1905)[English]Mr. Speaker, it is an honour to rise today on the traditional territory of the Algonquin Nation Anishinabe people, and I do so with humility and gratitude. Meegwetch.I am rising tonight during Adjournment Proceedings to pursue a question that I originally asked in question period on March 10 of this year. It is in relation to the tailings ponds maintained by Imperial Oil, and the Kearl mine is the one in question. Imperial is owned by Exxon in the United States, and this mining project has been in place for some decades. The question of the suitability of that terrain and the suitability of their plans for holding vast amounts, millions of litres, of toxic effluent in those ponds was a subject of some concern in the initial environmental assessment hearings, which I attended at the time as an intervener on behalf of Sierra Club Canada. There were many promises made in those hearings, and I remember them well. Everything was going to be world-class technology, and Imperial was going to be very careful to make sure that the toxic materials were maintained within containment. Of course, what I raised on March 10 in question period was that, at that point, we knew for nine months that the Kearl mine had been leaking toxic effluent on the lands and waters of the Athabasca Chipewyan First Nation. At the time, Imperial had been lobbying for more subsidies from Canada while failing to inform just about anyone that this was occurring. It was discovered in May 2022, and the first nation discovered that this had been going on for some time in January and February of this year, 2023. However, what is really incredible is what we have learned since then. The Standing Committee on Environment and Sustainable Development has heard from Chief Allan Adam of the Athabasca Chipewyan First Nation, from the Mikisew Cree, from Métis and also from the Alberta regulator. We also know now that we are not talking about something in the past tense. Initially, media coverage said that this had been going on for some time, and it is still going on as far as know. The containment in the tailings ponds is not working. In fact, parenthetically, the CEO of Imperial, Brad Corson, is now the highest paid CEO in the energy sector. His salary actually doubled last year and is now more than $17 million. However, it was officials from the Alberta regulator who said that the correct word to use was more “seep” than “leak”, as it is seeping out through the sides. The approach that Imperial Oil is taking to this seeping of toxic effluent is to try to capture it through piping and return it to the place where it is leaking. When I asked when the Government of Canada was going to get tough on these corporate criminals, the response from the hon. parliament secretary, the hon. member for Winnipeg South, was that the thoughts of the government are with the families and the well-being of the Athabasca Chipewyan First Nation and other affected communities and the Minister of Environment was looking at reaching out to the Alberta government and these first nations. In effect, he said that they want to better understand the situation. Well, we better understand it all right now. The late Dr. David Schindler testified on May 12, 2009, to the parliamentary committee that there was enough evidence to charge Imperial with violations of the Fisheries Act then. What are we waiting for?",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 195,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-11,19:15:54,14405.0,"Ms. Elizabeth May: (1915)[English]Mr. Speaker, it is clear that my anger at the situation is less directed at the federal government than it is at the province, Imperial Oil and Exxon themselves. When Brad Corson, CEO of Imperial, testified at committee, he was terribly apologetic, but he described the problem as a communications failure. It is a pollution failure, and it is a poisoning failure. Moreover, it is going on right now. It has not stopped.Even in the business of communication, there were three meetings with the Athabasca Chipewyan First Nation committee working with Imperial over the course of the summer, and Imperial never told the committee that it was looking into this constant pollution that was happening. It is time to charge them. We get their attention when they realize that they are criminals, that their social licence has been used up and that they must stop polluting the lands and the waters of this country, that province and the territory of the Athabasca Chipewyan and the Mikisew Cree.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 194,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-10,15:43:48,14298.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1540)[English]Mr. Speaker, I am honoured to rise to present a petition expressing concerns of many constituents about the lack of adequate public transportation across Canada. As the Federation of Canadian Municipalities has pointed out, in the transition to zero emissions, public transit helps Canadians meet the Paris targets. It also notes that the lack of public transit is particularly acute between communities.The petitioners, citizens and residents of Canada, call for the House of Commons to establish a permanent federal funding mechanism for public transit; work together with all levels of government to provide sustainable, predictable and adequate funding; and have accountability mechanisms to ensure that different orders of government work together, collaboratively and effectively.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 193,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-09,11:31:47,14185.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1130)[English]Madam Speaker, my hon. friend from Cariboo-Prince George would know that my colleague from Kitchener Centre and I, the Green Party, supported the motion to ensure that the prima facie case of privilege that the hon. member for Wellington-Halton Hills advanced goes to committee for study, but there is one factual matter I want to probe a bit with him. We know a lot of things about the circumstances here, and I have an open mind on whether the Prime Minister or the people near him in the PMO knew for two years. We do not know that. We know that CSIS wrote a report, we know that the national security advisers knew, but we do not know whether that information was communicated to the Prime Minister's Office and I am not prepared to make that assumption. With respect to the information going forward from CSIS or the national security adviser to the Prime Minister's Office, I find it entirely plausible that it did not pass it on. I would like to ask him if he does not think there is even a possibility that is the case.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 193,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-09,16:06:03,14222.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1605)[English]Mr. Speaker, I am, in principle, opposed to closure motions. I do recognize that Bill C-21 has been in front of the House for a long time, and I understand the difficulty that the larger parties have in sorting out how to work collaboratively in the interest of efficient handling of the legislation in this place.Does the minister not think it would be helpful if Parliament decided to obey the rules of Westminster parliamentary democracies around the world and not allow written speeches? It is my view that, if members had to speak based on their knowledge of the subject matter, it might narrow down the field of the number of speeches we hear.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 192,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-08,12:46:53,14072.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1245)[English]Madam Speaker, I want to mention one thing for the hon. parliamentary secretary about the motion so it is on the record. It is a small complaint, but it matters. It is the reference to how we will go forward over the next number of days. It refers to independent members but no where does it refer to Green Party members. I do not imagine that the intent of the motion is to leave us out, but I just draw attention to the fact that we are not independents, and I do have amendments before the committee.My specific question for the parliamentary secretary is about what this bill would do now to deal with the SKS semi-automatic rifles that have a 7.62 mm dimension. The rifle, with an extended magazine, was the type of gun used on June 28, 2022, in what was not actually a bank robbery in my riding. It was an attempt to kill as many policemen as possible as fast as possible. Thank God none of the police officers who were wounded, many seriously, died, but six officers were in hospital following this devastating attack, some for months.I wonder if we can get these weapons off the street. Many innocent people are killed and wounded, including police officers.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 192,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-08,15:13:41,14097.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1510)[English]Mr. Speaker, this weekend, Liberals overwhelmingly supported a policy motion that is very similar to and consistent with Motion No. 76, put forward by my colleague, the hon. member for Kitchener Centre. This is extremely positive news, but the Prime Minister is quoted as saying that it would, despite the support of his party, never be a priority for the Prime Minister, because, he says, “The fact is, there is no consensus”.This motion calls for a national, non-partisan citizens' assembly to find that consensus.Is “consensus” defined by the Prime Minister as including himself, and otherwise, there is no consensus?",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 192,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-08,15:32:25,14099.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1530)[English]Mr. Speaker, this is a very significant petition dealing with an issue that is very topical. It is that Canadian corporations based in Canada contribute to human rights abuses and environmental damage in other countries. The people who protest these abuses and defend their rights are often harassed, attacked or killed, and in this group are particularly indigenous peoples, women and marginalized groups who are under threat.We know the process set up for observing responsible enterprise of Canadian corporations lacks the tools to actually ensure Canadian corporations do support human rights and operate in ways that make us proud.These concerned citizens ask that the companies be prevented from adverse human right impacts and environmental damage through global operations and supply chains; require companies to do their due diligence, and Canada lacks compared to other countries in requiring companies to do due diligence; assess how their actions may be contributing to human rights abuses; have meaningful consequences for companies that fail to exercise this due diligence; and establish a legal right for people who have been harmed by Canadian corporations operating outside of Canada to seek justice in Canadian courts.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 192,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-08,22:13:27,14153.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (2210)[Translation]Mr. Speaker, I want to follow up on the question from my colleague from Edmonton Strathcona, because it is a key issue. This government and the Liberals are not the only one who have made decisions that go against Canada's interests and are in China's interest.As my colleague said, Stephen Harper signed a legally binding agreement with the People's Republic of China. This was the result of a vote in Parliament, not at all. It was a decision made by Mr. Harper's cabinet. It gave the People's Republic of China the right to secretly sue the federal and provincial levels of government in Canada and the governments of indigenous peoples, and there is no way out of that agreement until 34 years after Mr. Harper's decision.I am so concerned about the decisions of the Liberal and Conservative governments. We must have a non-partisan approach to this threat.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 192,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-08,23:04:02,14160.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (2300)[English]Mr. Speaker, I appreciate the hon. member's willingness to talk about the other countries we need to look into.I remember the first time I heard in the media, and others around the room may recall this as well, that Hillary Clinton's people were making the claim that Russian interference had something to do with the leaks that damaged her campaign. I thought they were really reaching there, and I wondered if it was at all plausible. Now we know that not only was it plausible, but it happened. We have seen interference from a number of actors in particular.I voted for the motion for a full inquiry, for shutting down the police stations and for moving forward. I just want to share that I did not want us to restrict ourselves only to the question of the moment of Chinese interference in our elections but, instead, make sure that we looked at the broader question. This question is how we ensure that we are on top of everything we could do to protect Canadian democracy from foreign interference.Does the hon. member have any comments on that?",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 191,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-04,15:53:17,14032.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1550)[English]Madam Speaker, I want to put on the record that both my colleague from Kitchener Centre and I will be voting for the motion before the House today, and we would wish for Liberal members do so too.I want to make it very clear that, in voting for the motion before us, I am not saying in any way, shape or form that I do not believe the Prime Minister. Without evidence to the contrary, I absolutely take the Prime Minister at his word that CSIS did not brief him. When I am asked if I trust the RCMP or CSIS, I say that I would be a fool to do so. The RCMP, we know, is the only agency proven to have interfered in a Canadian election and changed the result from a Liberal win to a Conservative win in 2005. We also know that CSIS is not exactly reliable. It allowed trumped-up charges against Maher Arar and continued to defend them past the point that it knew the charges were a lie and that they were covering up for the false arrest, imprisonment and torture of a Canadian citizen. I will never blindly trust any agency. I want civilian oversight all the time, and that is why I support an inquiry into this matter. We need to make sure that we know that we do not have vulnerability as Canadians to any form of interference, whether the state police, CSIS or China.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 190,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-03,15:20:18,13898.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1520)[English]Mr. Speaker, I extend my condolences for the loss of the people and the firefighters in this climate event.My question is for the Prime Minister. In relation to the business that we will take up later today, the amendments to the Canadian Environmental Protection Act, known as Bill S-5, there is still time to improve this act by increasing the opportunities for public participation for science and indigenous knowledge to inform the act. The amendments by the hon. member for New Westminster-Burnaby and myself need to be supported by the government. Will it stand for public participation and indigenous knowledge?",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 190,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-03,16:01:29,13903.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1600)[English]Mr. Speaker, it is an honour to rise in this place today to speak. I want to let people watching know that the reason we are all wearing red carnations is for multiple sclerosis awareness.The petition I am honoured to present today is from a rather specific and unusual group of petitioners, medical doctors who are also mothers. The Physician Mothers of Canada are calling on the Government of Canada to recognize that the World Health Organization has identified climate change as “the greatest threat to global health in the 21st century.”They are calling upon the Government of Canada to view the advice from the Intergovernmental Panel on Climate Change and the special report on 1.5° as the call for urgent and transformative change.In short, the petitioners, being the Physician Mothers of Canada, call on the Government of Canada to act on the Canadian Association of Physicians for the Environment's calls for action to decarbonize our economy rapidly and to recognize that we must ensure green energy policies at every level. Every minister in the Government of Canada should view their actions through the climate lens.There are other elements of this petition. I am summarizing a really important work rather quickly.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 190,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-03,16:10:04,13907.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP), (1610)[Translation]seconded by the member for Victoria, moved:Motion No. 2Motion No. 2That the amendment to Clause 39.1 of Bill S-5 be amended by replacing subsections 108.1(1) and (2) with the following:“108.1 (1) If the information that the Ministers assess under subsection 108(1) or (2) is in respect of a vertebrate or a prescribed living organism or group of living organisms, the Ministers shall ensure that the public is provided with the opportunity to bring forward any relevant Indigenous knowledge and scientific information before the expiry of the period for assessing that information.(2) If the Minister is provided under paragraph 106(1)(a) with information in respect of a vertebrate or a prescribed living organism or group of living organisms, the Minister shall publish that information in the Environmental Registry within five days after its receipt.”Motion No. 3Motion No. 3That the amendment to Clause 44.1 of Bill S-5 be amended by adding the following after paragraph 114(1)(g.1):“(g.2) prescribing processes for the consideration of Indigenous knowledge and scientific information provided to the Ministers under subsection 108.1(1);”",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 190,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-03,16:22:30,13909.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1620)[English]Mr. Speaker, I want to thank the hon. member for Victoria for voting, in committee, for a number of the over 24 amendments that the Green Party tried to put forward. We worked on Bill S-5 from mid-December right through to March. All those good amendments were defeated, as were the many good amendments that had been brought forward by the Senate.By the way, I cannot vote for this legislation. We are asked to believe that the legislation is so important, but the government knows it is flawed; if we just wait a minute, any minute now, the Liberal government will bring forward a new version of amendments to the Canadian Environmental Protection Act. Nobody has touched this act for 20 years. It stretches credulity to the breaking point.Has my hon. colleague from Victoria seen any evidence that there is a likelihood of any new legislation from the government on the various sections of the Canadian Environmental Protection Act that were not touched in this amendment review?",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 190,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-03,16:25:08,13909.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1625)[English]Mr. Speaker, I want to start with the matter before us right now and hope that members will decide to support the amendments that have been put forward in today's debate at report stage. My hon. colleague, the member for Victoria, has just walked through some of them. I want to stress that it is important to vote in favour of the reasoned NDP amendment put forward by the hon. member for Victoria, which is to restore a change that was made in the Senate.Anyone watching this could be confused. Are changes made in the Senate? Are they going back to the Senate? What is going on here? This is a fundamental concern I have about the bill. The Minister of Environment had the amendments to the Canadian Environmental Protection Act put forward in the previous Parliament, in June 2021. This was when the Liberal government was pretty sure it was going to bring itself down and have a snap election in midsummer. Therefore, it was put on the Order Paper with no intention of really pursuing it. However, this did give people, environmental law groups and others a chance to read it and say that there is more that needs to be done here. There were a lot of efforts in that regard, to which I will refer later.We got back from the election, and there was nothing on the Order Paper for the long-promised amendments to the Canadian Environmental Protection Act. Therefore, the minister and the Liberal machinery for putting forward legislation decided they ought to start this one in the Senate. Why was this? It was because it was not such an important bill to the Liberal Party that they would start it in the House. It could not get House time, so it was started in the Senate.Then there was this convoluted process. The Senate worked hard. By the way, having worked on this bill, the Senate sent a letter to the House that said it could not get to some of the key amendments it really needed to make, particularly to make the right to a healthy environment enforceable. This is outside the scope of the bill. What does that mean to people who might be watching this and wondering why I would be voting against the Canadian Environmental Protection Act amendments? In order to make the right to a healthy environment enforceable, one would have needed to open up section 22, which is the section of CEPA that deals with enforcement. That was not before the Senate as a possible place for an amendment any more than it was before the House of Commons environment committee. This is because section 22 has never been used, in the entire long history of this act; it is unusable. We really needed to open that up. Those were the many amendments made in the Senate. The Senate then said there were some things that really needed to be changed that it could not get at. However, the Senate succeeded in amending this bill to say that we have to pay attention to tailings ponds; that point was then deleted by the House of Commons environment committee. This is why the hon. member for Victoria has put forward the amendment that we find in Motion No. 1 before us today. The amendment to clause 9 that was made in committee restores what had been done in the Senate. I know the procedural path here is a bit circuitous.I have brought forward amendments, and I want to credit those groups that did the work on them. Nature Canada, the Canadian Environmental Law Association and a number of other groups wanted to see meaningful public participation in this legislation. In order to make sure of this, the amendments put forward at report stage changed the bill substantially. In terms of language, we move away from saying what the bill says now, which is that there will be a consultation with interested parties. “Interested parties” has a particular meaning in law, which might not be the public or necessarily scientists. It would not be indigenous people. The amendment is a compromise. I want to stress that this is a compromise from what we wanted or what we hoped to get at report stage, which is to allow that when there is a decision to genetically modify a living organism, indigenous knowledge is an important component to looking at that kind of a decision. That is the first amendment. For instance, we have had genetic modification of salmon in this country. We are the only country in the world, by the way, that allows genetic modification of a fish that is intended for human consumption. Pacific salmon are sacred to indigenous peoples in the territories I represent. The second amendment deals with the processes for considering indigenous knowledge and scientific information.(1630)It is really important that we identify where the barriers to this kind of thing lie. Some of them, unfortunately, are in the advice the minister received from people within Environment Canada. This should be a process with significant public participation. However, there is a counter-argument from John Moffett, who is the senior Environment Canada expert in this area. In the evidence given to the Standing Committee on Environment and Sustainable Development on February 16, John Moffett said, “This is not a public participation process. This is a science-based process.”That would all be very well and good if scientists could also intervene at this point, but it is not clear they can. To say this is not a public process flies in the face of commitments Liberals have made that there will be public participation, there will be indigenous knowledge and we will listen to scientists.Before my time expires to speak to the rest of the bill, I really urge members on all sides of the House to give favourable consideration to these three amendments at report stage. They will substantially increase the chance that we will have meaningful public participation, including incorporating indigenous knowledge into the bill.I am going to go through the deep disappointment I feel in Bill S-5. It is tragic, really. Members may believe it or not, but I worked on this bill before first reading in 1988. I know I do not look old enough for this to be true, or at least I would like to believe that.  I worked on this bill in 1988, when it was brought forward in the time of the Mulroney government. A majority Progressive Conservative government brought forward the Canadian Environmental Protection Act. It brought together many disparate pieces of legislation, including the ocean dumping act and the air quality act, and it created part 5, which is all we are really dealing with here today.We are dealing with part 5 of the original Canadian Environmental Protection Act, on toxic substances. We are not dealing with part 6, which we should, to modernize genetically modified organisms and how we regulate them. We are not dealing with the parts on the ocean dumping act, which are crying out for amendments. We have a lot going on right now with our ports with cruise ships.We know we are going to hear the trumpets, the horns and the hallelujahs that we have put a right to a healthy environment into this bill. What kind of a right is it if it is not enforceable? A non-enforceable right is a bumper sticker. It is good to have in the bill, and people can point to it and say it is improvement; however, it is not a right if we cannot enforce it.The deep disappointment gets deeper when we look at the changes to the schedule for toxic chemicals. The Canadian Environmental Law Association talked of this in its briefs. I agree with it, having worked on this legislation for longer than I care to mention. This bill survived constitutional challenge in the Hydro-Québec case in the 1990s in the Supreme Court of Canada because it focused on toxic chemicals as a health issue and because the Minister of Health and the Minister of Environment jointly administer this act. Therefore, it was seen as a legitimate exercise of federal jurisdiction. Why would it be changed now? That would be thanks to the lobbying of the plastics industry, which did not like the idea that its products could be described as toxic. We know that, for many decades now, courts have understood the concept of “CEPA toxic”, the Canadian Environmental Protection Act's version of toxic. This means that in adequate amounts and sufficient quantities in the environment, something is a threat to the environment and human health. It does not mean that if someone picks up a piece of plastic, they are going to poison themselves. It means that the enormous amounts of plastics we dump into the environment are a threat to our environment on a planetary scale.To help the plastics industry with a potential reputational public relations problem, this bill weakens the constitutional foundations of the act. I am unable to support a bill that takes any risk with the constitutional underpinnings of the act to help an industry out with a public relations problem.There is also the elimination of key sections of the original CEPA. Actually, the virtual elimination piece came in later, after the first passage of the act in 1990, and so on. We have had a lot of improvements to this act over the years, but Bill S-5 is not one of them.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 190,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-03,16:36:14,13911.0,"Ms. Elizabeth May: (1635)[English]Mr. Speaker, I have to start by saying that the member for Guelph thanked me for coming to the environment committee. I was coerced into being at the environment committee. I am not allowed to be a member of the committee. The motions passed in every committee in this place give me 48-hours notice to submit all my amendments to the committee for clause-by-clause, but I am not allowed to participate. I am not allowed to move my own amendments, so they are deemed to have been moved. This is not an opportunity I have ever sought because, if not for the motions passed in every committee, I would have a right today, right now, to submit all of my amendments to the committee, argue them out and discuss them here at report stage. We would then have to vote on them. That is why Stephen Harper's PMO invented this motion, which every committee passes without thinking about the fact that the party in the House that has the least procedural fairness in the one right we have to put forward substantive amendments at report stage, had that right reduced because we knew how to use it.The watch-list is a small improvement within an act that, overall, reduces the effectiveness of the Canadian Environmental Protection Act in a way for which the only word I can use to describe it is tragic.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 190,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-03,16:38:38,13911.0,"Ms. Elizabeth May: (1635)[Translation]Mr. Speaker, I thank my dear colleague from Repentigny. I absolutely agree with what she said about NGOs like Nature Canada that have worked on the issue of genetically modified organisms, or GMOs.It is unbelievable to think that we now have the opportunity to make changes to part 6 of the bill in order to modernize the Canadian Environmental Protection Act, but that the government is choosing to do nothing. We could protect the public against risks related to GMOs in food. It is outrageous.We really need to try to amend the Canadian Environmental Protection Act with regard to the management of toxic substances in order to protect Canadians from big corporations that are a danger to our environment and human health.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 190,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-03,16:40:18,13911.0,"Ms. Elizabeth May: (1640)[English]Mr. Speaker, relying on my previous work as a practising lawyer, the words “interested parties” definitely mean the chemical industry would be an interested party. They do not mean Nature Canada would automatically be an interested party.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 190,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-03,17:23:58,13918.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1720)[Translation]Madam Speaker, I have a question.In this afternoon's debate, we heard about the Senate amendments, which were great amendments, about collecting information on the oil sands and tailings ponds. The Liberals have opposed that amendment.[English]It is a little complicated, but what we are talking about is that including tailings ponds in Bill S-5 is so rudimentary and obvious that it is deeply shocking that the Liberals do not like it, because what they are proposing to change is-",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 190,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-03,17:25:08,13918.0,"Ms. Elizabeth May: (1725)[English]Madam Speaker, the question is this: Does the hon. member agree with me that the mere fact of asking for information gathering about the tailings ponds should not have provoked a reaction that it had to be removed?",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 190,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-03,21:29:02,13954.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (2125)[English]Madam Speaker, I did actually put forward, in a previous Parliament, a private member's bill called “think small first”, but have not been able to get it back through the legislative drafting. It was designed for small businesses, to ensure that there would be a regulatory review of any new regulation and to consider specifically how it would affect small businesses. It is based on a similar bill that was brought forward by the Green Party in the European Union. Therefore, I have a lot of sympathy, but not for cutting deeply without figuring out where we need regulations, because they help protect health and safety.I just met with representatives of the College of Family Physicians, and they pointed out that there is a federal regulatory burden that costs our health care system because of forms that doctors have to fill out for the federal government. I wonder why that is not in this bill, and whether the member has any thoughts.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 190,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-03,21:54:30,13957.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (2150)[English]Madam Speaker, I think we are all astonished by the turn this debate has taken on modernizing regulations. I just wanted to express to the member some degree of sympathy that the electoral boundary redistribution will deprive him of representing the town of Ashcroft and the extraordinarily vital and engaged citizenry. As well, I think he is losing Lytton, which we already lost in action. It has not moved. I am not being facetious about losing Lytton. We shall never lose Lytton. It must be rebuilt.Does the hon. member think it is inevitable that his boundaries are redrawn in that fashion?",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 190,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-03,23:52:37,13974.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (2350)[English]Madam Speaker, I was just recently in Edmonton for Earth Day and toured a home that had just cut the gas line supply to the House. It was in Edmonton, where they get rather cold winters. They have an air source heat pump that was installed. They have also installed solar panels on their roof.The installer was there to talk about the current demand. They cannot keep up in Edmonton with homes that want air source heat pumps installed, because they work so well in cold climates and cut the heating bills substantially while also keeping air quality in the home safer.I just thought the hon. member would be thrilled to know that this is actually something that happens and does not spring from the imagination of the member for Kingston and the Islands.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
Hansard - 190,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2023-05-03,23:54:31,13974.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (2350)[English]Madam Speaker, tonight, we are looking at Bill S-6, which would not be cutting regulations; it is about modernizing regulations. We missed some opportunities where we could have improved various aspects of Canadian society by actually cutting some regulations and streamlining some other regulations.This may just be my own childhood and background working in a small business. We had a restaurant and gift shop on the Cabot Trail. We had a lot of tourists come through. My father, who was rather funny, kept getting notices from the Government of Canada. One day, the notice would be about tariffs on T-shirts made in Bangladesh, and another day it would be about something else. He finally decided to start a wall along where people had to wait to get to the washroom. He posted all the notices that we received from the Government of Canada. He then made a lovely sign so he could keep it up to date. It said, “The Government of Canada never sleeps.” Perhaps I have been thinking of it because it is approaching midnight, and I suppose I never sleep, but the truth is that we could use some sense in regulations.I recently met with a wonderful group that was here meeting with many members of Parliament, The College of Family Physicians of Canada. This is one area in which I wish we would see action. I generally believe we need regulations to protect health and safety, but some regulations simply do not make sense. The ones that generate unnecessary paperwork for doctors hurt our health care system because they tie doctors and their staff up with unnecessary, unproductive work. This includes, for example, having to write a letter every five years to say that a patient still has an amputated leg. There is also paperwork that has to be issued over and over again to help veterans. It takes up a doctor's time to fill out forms and write letters that are completely unnecessary. Often, especially in the case of the CRA, the patient ends up paying for the service separately, and that is the person who is least able to pay. There would be a great deal of sense in trying to figure out how to reduce the regulatory burden, especially where it is impeding our health care system.We have been talking about this piece of legislation in terms of modernizing. Only one party, the Conservative Party, has put forward speakers tonight. Why am I standing here? It is because I am a bit worried about this bill. It is not necessarily just routine, regulatory modernization. My concern is that this bill, which affects 29 different acts, will go only to the industry committee for review. Most of it is pretty uncontroversial, which is why there has been very little interest in it tonight.(2355)My concern is about what happens with the Species at Risk Act changes. When I read this over, I am not entirely sure they are not substantive. They do not appear to be entirely about modernizing; they appear to be substantial or at least substantive changes to the Species at Risk Act. We do not have a great record with the Species at Risk Act. For instance, the southern resident killer whale was listed as endangered in 2003, and the full recovery plan did not come out until 2018. Any changes to the Species at Risk Act that are more than purely routine must go to the environment committee, not the industry committee. We can send it to committee and study it there, but there are 29 different acts. What if something in there is a mistake and we just go ahead with it because these are just normal changes? What about the change to the Fisheries Act to give a fisheries officer the discretion to not lay charges? What if that is substantive, and what if that is a mistake? It is going to go only to the industry committee.Wrapping things up, I urge some caution here. This is a missed opportunity to actually reduce regulations, but it is also not modernizing them. In the reading I have done since working on the bill for this evening and since the bill was tabled in the Senate, I have some concerns. I express those concerns now knowing full well this bill will be sent right away to the industry committee and probably promulgated without changes. I hope members of the committee will ensure that they are at least satisfied that changes to the Fisheries Act and changes to the Species at Risk Act would not, in fact, hurt nature in this country any more than we have seen through recent decisions. This includes the Roberts Bank expansion in the Port of Vancouver, which will surely hurt those very same southern resident killer whales.",Elizabeth May - Chamber Interventions - 44th Parliament.csv,,,,,,,,,,
